id,name,nationality,position,age,birth_year,value,height
2687,Maya Yoshida,jp JPN,DF,30,1988,4000000,189
268,Domenico Berardi,it ITA,FW,24,1994,19000000,183
318,Jeremie Boga,ci CIV,FW,22,1997,25000000,174
343,Mehdi Bourabia,ma MAR,MF,27,1991,2000000,183
448,Francesco Caputo,it ITA,FW,31,1987,5000000,181
507,Vlad ChiricheČ™,ro ROU,DF,29,1989,4000000,184
547,Andrea Consigli,it ITA,GK,32,1987,2000000,189
639,GrĂ©goire Defrel,mq MTQ,"FW,MF",28,1991,9000000,179
747,Alfred Duncan,gh GHA,MF,26,1993,13000000,178
946,Andrea Ghion,it ITA,"MF,FW",19,2000,20000,180
1057,LukĂˇĹˇ HaraslĂ­n,sk SVK,FW,23,1996,1600000,182
1221,Hamed Junior TraorĂ¨,ci CIV,"MF,FW",19,2000,13000000,177
1274,Georgios Kiriakopoulos,gr GRE,DF,23,1996,3000000,182
1436,Manuel Locatelli,it ITA,MF,21,1998,15000000,185
1495,Francesco Magnanelli,it ITA,MF,34,1984,65000,181
1497,Giangiacomo Magnani,it ITA,DF,23,1995,3000000,191
1533,Giacomo Manzari,it ITA,"FW,MF",18,2000,10000,0
1540,Gian Marco Ferrari,it ITA,DF,27,1992,8000000,189
1553,Marlon,br BRA,DF,23,1995,6500000,182
1600,Luca Mazzitelli,it ITA,MF,23,1995,2000000,184
1726,Mert MĂĽldĂĽr,tr TUR,DF,20,1999,4000000,184
1817,Pedro Obiang,gq EQG,MF,27,1992,5000000,186
1924,Gianluca Pegolo,it ITA,GK,38,1981,15000,183
1931,Federico Peluso,it ITA,DF,35,1984,40000,188
2071,Giacomo Raspadori,it ITA,"MF,FW",19,2000,62500,172
2147,RogĂ©rio,br BRA,DF,21,1998,6500000,178
2149,Filippo Romagna,it ITA,DF,22,1997,4000000,186
2495,Jeremy Toljan,de GER,DF,24,1994,3000000,182
2537,Alessandro Tripaldelli,it ITA,DF,20,1999,45000,182
2544,Stefano Turati,it ITA,GK,0,0,30000,188
2731,Filip Djuricic,rs SRB,"MF,FW",27,1992,9000000,181
228,Timo Becker,de GER,"DF,MF",22,1997,65000,186
340,Nassim Boujellab,ma MAR,"MF,FW",20,1999,90000,182
349,Can Bozdogan,de GER,MF,18,2001,2500000,175
387,Guido Burgstaller,at AUT,FW,30,1989,2000000,187
423,Daniel Caligiuri,it ITA,"MF,FW",31,1988,4000000,182
1005,Michael Gregoritsch,at AUT,FW,25,1994,5000000,193
1058,Amine Harit,ma MAR,"MF,FW",22,1997,24000000,180
1104,Jonas Hofmann,de GER,MF,22,1997,7000000,176
1227,Ozan Kabak,tr TUR,DF,19,2000,29000000,186
1262,Jonjoe Kenny,eng ENG,DF,22,1997,9000000,176
1339,Ahmed Kutucu,tr TUR,"FW,MF",19,2000,5000000,181
1577,Omar Mascarell,es ESP,MF,26,1993,11000000,181
1589,Rabbi Matondo,wal WAL,"FW,MF",18,2000,8000000,175
1614,Weston McKennie,us USA,"MF,DF",20,1998,20000000,185
1640,Levent Mercan,de GER,MF,18,2000,90000,176
1671,Juan Miranda,es ESP,DF,19,2000,4000000,185
1761,Matija NastasiÄ‡,rs SRB,DF,26,1993,10000000,188
1807,Alexander NĂĽbel,de GER,GK,22,1996,9000000,193
1821,Bastian Oczipka,de GER,DF,30,1989,3000000,185
2057,Benito Raman,be BEL,FW,24,1994,8000000,172
2079,Fabian Reese,de GER,FW,21,1997,60000,187
2237,Salif SanĂ©,sn SEN,DF,28,1990,9000000,196
2279,Alessandro SchĂ¶pf,at AUT,MF,25,1994,4000000,178
2281,Markus Schubert,de GER,GK,21,1998,1000000,187
2295,Suat Serdar,de GER,MF,22,1997,20000000,184
2390,Benjamin Stambouli,fr FRA,DF,28,1990,9000000,180
2472,Malick Thiaw,fi FIN,DF,17,2001,2000000,191
2491,Jean-Clair Todibo,fr FRA,DF,19,1999,9000000,190
2556,Mark Uth,de GER,"FW,MF",27,1991,7500000,185
183,Ă‰ver Banega,ar ARG,MF,31,1988,7000000,174
342,Yassine Bounou,ma MAR,GK,28,1991,15000000,192
453,Diego Carlos,br BRA,DF,26,1993,50000000,186
456,Daniel CarriĂ§o,pt POR,DF,30,1988,2000000,183
777,Youssef En-Nesyri,ma MAR,FW,22,1997,12000000,189
785,Sergio Escudero,es ESP,DF,29,1989,4000000,176
847,Fernando,br BRA,MF,32,1987,4000000,183
978,Sergi GĂłmez,es ESP,DF,27,1992,4000000,185
1020,Nemanja Gudelj,rs SRB,"MF,DF",27,1991,5000000,187
1047,Munir El Haddadi,es ESP,FW,23,1995,10000000,175
1082,Javier HernĂˇndez,mx MEX,FW,31,1988,3000000,175
1205,Luuk de Jong,nl NED,FW,28,1990,9000000,188
1207,Joan JordĂˇn,es ESP,MF,25,1994,14000000,185
1312,Jules KoundĂ©,fr FRA,DF,20,1998,22000000,178
1446,Rony Lopes,pt POR,FW,23,1995,10000000,174
1764,JesĂşs Navas,es ESP,DF,33,1985,3000000,172
1802,Nolito,es ESP,FW,32,1986,1500000,175
1820,Lucas Ocampos,ar ARG,FW,25,1994,32000000,187
2017,Alejandro Pozo Pozo,es ESP,"FW,MF",20,1999,5000000,174
2082,Sergio ReguilĂłn,es ESP,DF,22,1996,20000000,178
2425,Suso,es ESP,"FW,MF",25,1993,20000000,177
2509,Ă“liver Torres,es ESP,"MF,FW",24,1994,13000000,175
2557,TomĂˇĹˇ VaclĂ­k,cz CZE,GK,30,1989,10000000,188
2582,Franco VĂˇzquez,ar ARG,"MF,FW",30,1989,9000000,187
173,George Baldock,eng ENG,DF,26,1993,4000000,178
210,Chris Basham,eng ENG,DF,31,1988,2000000,190
274,Sander Berge,no NOR,MF,21,1998,20000000,195
289,Muhamed BeĹˇiÄ‡,ba BIH,MF,26,1992,2000000,180
524,Leon Clarke,eng ENG,"FW,MF",34,1985,30000,188
759,John Egan,ie IRL,DF,26,1992,13000000,185
856,John Fleck,sco SCO,MF,27,1991,6000000,169
886,Kieron Freeman,wal WAL,FW,27,1992,1000000,178
887,Luke Freeman,eng ENG,MF,27,1992,2000000,176
1070,Dean Henderson,eng ENG,GK,22,1997,14000000,188
1171,Phil Jagielka,eng ENG,DF,36,1982,80000,180
1483,John Lundstram,eng ENG,MF,25,1994,8000000,181
1608,Oliver McBurnie,sco SCO,FW,23,1996,8000000,188
1612,David McGoldrick,ie IRL,FW,31,1987,1000000,184
1694,Simon Moore,eng ENG,GK,29,1990,40000,191
1711,Ravel Morrison,jm JAM,MF,26,1993,60000,175
1718,Lys Mousset,fr FRA,FW,23,1996,9000000,184
1806,Oliver Norwood,nir NIR,MF,28,1991,6000000,175
1815,Jack O'Connell,eng ENG,DF,25,1994,9000000,191
1852,Ben Osborn,eng ENG,"MF,DF",24,1994,2000000,176
2125,Callum Robinson,ie IRL,FW,24,1995,5000000,178
2126,Jack Robinson,eng ENG,DF,25,1993,2000000,180
2144,Jack Rodwell,eng ENG,MF,28,1991,1000000,188
2300,Billy Sharp,eng ENG,FW,33,1986,1000000,175
2400,Enda Stevens,ie IRL,DF,29,1990,5000000,183
2718,Richairo Ĺ˝ivkoviÄ‡,nl NED,FW,22,1996,650,187
10,Che Adams,eng ENG,FW,23,1996,12000000,179
121,Stuart Armstrong,sco SCO,MF,27,1992,6000000,183
229,Jan Bednarek,pl POL,DF,23,1996,12000000,189
288,Ryan Bertrand,eng ENG,DF,29,1989,10000000,179
339,Sofiane Boufal,ma MAR,"MF,FW",25,1993,8000000,175
619,Kevin Danso,at AUT,DF,20,1998,6000000,190
701,Moussa Djenepo,ml MLI,"MF,DF",21,1998,11000000,177
1038,Angus Gunn,eng ENG,GK,23,1996,6000000,196
1129,Pierre HĂ¸jbjerg,dk DEN,MF,23,1995,25000000,185
1157,Danny Ings,eng ENG,FW,27,1992,17000000,178
1441,Shane Long,ie IRL,FW,32,1987,2000000,180
1609,Alex McCarthy,eng ENG,GK,29,1989,4000000,193
1816,Michael Obafemi,ie IRL,FW,19,2000,4000000,170
2078,Nathan Redmond,eng ENG,"MF,FW",25,1994,16000000,173
2154,Oriol Romeu,es ESP,MF,27,1991,8000000,183
2348,William Smallbone,ie IRL,MF,19,2000,3000000,173
2356,CĂ©dric Soares,pt POR,DF,27,1991,8000000,171
2397,Jack Stephens,eng ENG,DF,25,1994,5000000,185
2458,Nathan Tella,eng ENG,FW,20,1999,750,173
2565,Yan Valery,fr FRA,DF,20,1999,6000000,180
2599,Jannik Vestergaard,dk DEN,DF,26,1992,12000000,199
2622,Jake Vokins,eng ENG,DF,19,2000,250,180
2638,Kyle Walker-Peters,eng ENG,DF,22,1997,8000000,173
2645,James Ward-Prowse,eng ENG,"MF,DF",24,1994,14000000,177
2686,Maya Yoshida,jp JPN,DF,30,1988,4000000,189
277,Etrit Berisha,al ALB,GK,30,1989,2000000,194
326,Kevin Bonifazi,it ITA,DF,23,1996,4000000,187
470,Lucas Castro,ar ARG,MF,30,1989,3000000,182
483,Alberto Cerri,it ITA,FW,23,1996,3000000,194
519,Thiago Cionek,pl POL,DF,33,1986,47500,183
591,Jaume CuĂ©llar,bo BOL,"FW,MF",17,2001,10000,182
601,Marco D'Alessandro,it ITA,"MF,DF",28,1991,1000000,173
607,Bryan Dabo,bf BFA,MF,27,1992,2000000,187
613,Felipe dal Belo,br BRA,DF,35,1984,300,188
668,Federico Di Francesco,it ITA,FW,25,1994,4000000,171
786,Espeto,br BRA,"DF,MF",22,1997,3000000,168
818,Mohamed Fares,dz ALG,"DF,MF",23,1996,4000000,183
858,Sergio Floccari,it ITA,FW,37,1981,30000,180
1116,Krisztofer HorvĂˇth,hu HUN,"FW,DF",17,2002,5000,172
1143,Igor,br BRA,DF,21,1998,5000000,185
1180,Marko JankoviÄ‡,me MNE,"MF,DF",24,1995,800,172
1335,Jasmin KurtiÄ‡,si SVN,MF,30,1989,3500000,186
1409,Karlo Letica,hr CRO,GK,22,1997,1000000,201
1673,Simone Missiroli,it ITA,MF,33,1986,1000000,191
1686,Gabriele Moncini,it ITA,"FW,MF",23,1996,1000000,183
1734,Alessandro Murgia,it ITA,MF,22,1996,2000000,185
1883,Alberto Paloschi,it ITA,FW,29,1990,1000000,183
1961,Andrea Petagna,it ITA,FW,24,1995,14000000,190
2075,Arkadiusz Reca,pl POL,DF,24,1995,2000000,187
2206,Jacopo Sala,it ITA,DF,27,1991,1000000,181
2208,Bartosz Salamon,pl POL,DF,28,1991,40000,194
2471,Demba Thiam,sn SEN,GK,21,1998,10000,202
2501,Nenad TomoviÄ‡,rs SRB,DF,31,1987,47500,184
2543,Georgi Tunjov,ee EST,MF,18,2001,35000,186
2560,Mirko Valdifiori,it ITA,MF,33,1986,40000,185
2572,Mattia Valoti,it ITA,"MF,FW",25,1993,80000,181
2601,Francesco Vicari,it ITA,DF,24,1994,4000000,190
35,Ludovic Ajorque,re REU,FW,25,1994,6000000,197
239,Jean-Ricner Bellegarde,fr FRA,MF,21,1998,3000000,170
409,Anthony Caci,fr FRA,DF,22,1997,3000000,184
454,Lionel Carole,fr FRA,DF,28,1991,2000000,182
557,Benjamin Corgnet,fr FRA,MF,32,1987,40000,179
572,Nuno da Costa,cv CPV,"FW,MF",28,1991,1000000,182
703,Alexander Djiku,gh GHA,"DF,MF",24,1994,6000000,182
865,Youssouf Fofana,fr FRA,MF,20,1999,11000000,176
1011,JĂ©rĂ©my Grimm,fr FRA,FW,32,1987,25000,181
1299,Lamine KonĂ©,ci CIV,DF,30,1989,2000000,189
1352,Kenny Lala,fr FRA,DF,27,1991,9000000,178
1414,Dimitri LiĂ©nard,fr FRA,MF,31,1988,1000000,184
1508,Abdul Majeed Waris,gh GHA,FW,27,1991,2500000,172
1564,Jonas Martin,fr FRA,MF,29,1990,2000000,184
1675,Stefan MitroviÄ‡,rs SRB,DF,29,1990,2500000,189
1713,Lebo Mothiba,za RSA,FW,23,1996,4000000,182
1750,Abdallah N'dour,sn SEN,DF,25,1993,600,186
2288,Matz Sels,be BEL,GK,27,1992,6500000,188
2323,Mohamed Simakan,fr FRA,DF,19,2000,7000000,187
2333,Ibrahima Sissoko,fr FRA,MF,21,1997,4000000,193
2479,Adrien Thomasson,fr FRA,MF,25,1993,6000000,177
2708,Mootaz Zemzemi,tn TUN,MF,19,1999,400,183
2720,KĂ©vin Zohi,ml MLI,"FW,MF",22,1996,1000000,177
31,Ola Aina,ng NGA,DF,22,1996,7000000,184
99,Cristian Ansaldi,ar ARG,"DF,MF",32,1986,4000000,181
209,Daniele Baselli,it ITA,MF,27,1992,7000000,182
241,Andrea Belotti,it ITA,FW,25,1993,32000000,181
270,Ălex Berenguer,es ESP,"MF,FW",24,1995,4000000,175
325,Kevin Bonifazi,it ITA,DF,23,1996,4000000,187
362,Gleison Bremer,br BRA,DF,22,1997,5000000,188
635,Lorenzo De Silvestri,it ITA,DF,31,1988,2000000,186
702,Koffi Djidji,ci CIV,DF,26,1992,3000000,184
757,Simone Edera,it ITA,"MF,FW",22,1997,80000,174
812,Iago Falque,es ESP,"MF,FW",29,1990,6000000,174
1169,Armando Izzo,it ITA,DF,27,1992,16000000,183
1374,Diego Laxalt,uy URU,"DF,MF",26,1993,5000000,178
1481,Sasa Lukic,rs SRB,MF,22,1996,3500000,183
1487,Lyanco,br BRA,DF,22,1997,6000000,187
1623,Soualiho MeĂŻtĂ©,fr FRA,MF,25,1994,7000000,187
1664,Vincenzo Millico,it ITA,"MF,FW",18,2000,1000000,174
1767,Michel Ndary Adopo,fr FRA,DF,19,2000,20000,187
1798,Nicolas Nkoulou,cm CMR,DF,29,1990,10000000,184
2108,TomĂˇs RincĂłn,ve VEN,MF,31,1988,5000000,177
2163,Antonio Rosati,it ITA,GK,36,1983,20000,195
2329,Wilfried Singo,ci CIV,DF,18,2000,15000,190
2332,Salvatore Sirigu,it ITA,GK,32,1987,6000000,192
2549,Samir Ujkani,xk KVX,GK,31,1988,20000,186
2592,Simone Verdi,it ITA,"MF,FW",27,1992,13000000,174
2706,Simone Zaza,it ITA,FW,28,1991,7000000,186
52,Toby Alderweireld,be BEL,DF,30,1989,24000000,186
63,Dele Alli,eng ENG,"MF,FW",23,1996,52000000,188
141,Serge Aurier,ci CIV,DF,26,1992,16000000,176
275,Steven Bergwijn,nl NED,"FW,MF",21,1997,28000000,178
626,Ben Davies,wal WAL,DF,26,1993,17000000,181
686,Eric Dier,eng ENG,"DF,MF",25,1994,22000000,188
781,Christian Eriksen,dk DEN,"MF,FW",27,1992,68000000,182
837,Gedson Fernandes,pt POR,"MF,DF",20,1999,13000000,184
878,Juan Foyth,ar ARG,DF,21,1998,13000000,187
931,Paulo Gazzaniga,ar ARG,GK,27,1992,2000000,195
1095,Son Heung-min,kr KOR,"FW,MF",27,1992,75000000,184
1242,Harry Kane,eng ENG,FW,26,1993,120000000,188
1354,Ă‰rik Lamela,ar ARG,"MF,FW",27,1992,16000000,184
1430,Hugo Lloris,fr FRA,GK,32,1986,14000000,188
1431,Giovani Lo Celso,ar ARG,"MF,FW",23,1996,40000000,177
1717,Lucas Moura,br BRA,"FW,MF",26,1992,25000000,172
1771,Tanguy Ndombele,fr FRA,MF,22,1996,40000000,181
1898,Troy Parrott,ie IRL,MF,17,2002,3000000,185
2164,Danny Rose,eng ENG,DF,29,1990,16000000,173
2229,Davinson SĂˇnchez,co COL,DF,23,1996,48000000,187
2296,Ryan Sessegnon,eng ENG,DF,19,2000,31000000,178
2334,Moussa Sissoko,fr FRA,MF,29,1989,20000000,187
2339,Oliver Skipp,eng ENG,"MF,DF",18,2000,7000000,175
2443,Japhet Tanganga,eng ENG,DF,20,1999,7000000,184
2597,Jan Vertonghen,be BEL,DF,32,1987,14000000,189
2639,Kyle Walker-Peters,eng ENG,DF,22,1997,8000000,173
2643,Victor Wanyama,ke KEN,MF,28,1991,6000000,184
2671,Harry Winks,eng ENG,MF,23,1996,32000000,178
16,Amine Adli,fr FRA,"MF,FW",19,2000,30000,174
78,Kelvin Amian,fr FRA,DF,21,1998,5000000,180
100,Janis Antiste,fr FRA,MF,16,2002,1000000,180
320,Quentin Boisgard,fr FRA,"MF,FW",22,1997,1000000,174
675,BafodĂ© DiakitĂ©,fr FRA,DF,18,2001,7000000,185
679,Moussa Diarra,fr FRA,DF,18,2000,35000,183
718,Mathieu Dossevi,tg TOG,"MF,FW",31,1988,1000000,174
901,Ruben Gabrielsen,no NOR,DF,27,1992,80000,186
966,Mauro Goicoechea,uy URU,GK,31,1988,47500,186
981,Mathieu Goncalves,fr FRA,DF,18,2001,600,178
996,Max Gradel,ci CIV,"MF,FW",31,1987,4000000,175
1164,Nicolas Isimat-Mirin,fr FRA,DF,27,1991,1000000,187
1189,Corentin Jean,fr FRA,DF,24,1995,1000000,170
1233,Lovre KaliniÄ‡,hr CRO,GK,29,1990,2800000,201
1298,Kouadio KonĂ©,fr FRA,MF,18,2001,5000000,180
1311,Efthimis Koulouris,gr GRE,FW,23,1996,2000000,186
1412,Aaron Leya Iseka,be BEL,FW,21,1997,2000000,182
1510,Jean-Victor Makengo,fr FRA,"MF,FW",21,1998,3000000,177
1700,Steven Moreira,fr FRA,DF,24,1994,1000000,180
1752,Nathan N'Goumou,fr FRA,"FW,MF",19,2000,45000,182
2096,Baptiste Reynet,fr FRA,GK,28,1990,2000000,185
2146,AgustĂ­n Rogel,uy URU,DF,21,1997,1000000,190
2198,Wesley SaĂŻd,fr FRA,"MF,FW",24,1995,4000000,171
2239,Ibrahim SangarĂ©,ci CIV,MF,21,1997,9000000,191
2241,Yaya Sanogo,fr FRA,FW,26,1993,2000000,194
2306,Kalidou SidibĂ©,fr FRA,MF,20,1999,2000000,200
2430,Issiaga Sylla,gn GUI,DF,25,1994,2000000,180
2444,Adil Taoui,fr FRA,MF,17,2001,25000,179
2559,William Vainqueur,fr FRA,MF,30,1988,1000000,179
177,Marco Ballarini,it ITA,MF,18,2001,5000,186
185,AntonĂ­n BarĂˇk,cz CZE,MF,24,1994,8000000,190
226,Rodrigo Becao,br BRA,DF,23,1996,4500000,191
632,Sebastien De Maio,fr FRA,DF,32,1987,72500,190
633,Rodrigo De Paul,ar ARG,MF,25,1994,20000000,180
863,Seko Fofana,ci CIV,MF,24,1995,9000000,183
1174,Mato Jajalo,ba BIH,MF,31,1988,80000,182
1367,Kevin Lasagna,it ITA,FW,26,1992,5000000,181
1526,Rolando Mandragora,it ITA,MF,22,1997,12000000,183
1743,Juan Musso,ar ARG,GK,25,1994,12000000,191
1773,Ilija Nestorovski,mk MKD,FW,29,1990,2000000,182
1810,Bram Nuytinck,nl NED,DF,29,1990,2000000,190
1826,Stefano Okaka,it ITA,FW,29,1989,3000000,186
1844,Nicholas Opoku,gh GHA,DF,21,1997,80000,190
1967,Giuseppe Pezzella,it ITA,DF,21,1997,2000000,187
2032,Ignacio Pussetto,ar ARG,"FW,DF",23,1995,6000000,180
2247,Samir Santos,br BRA,DF,24,1994,3800000,188
2289,Ken Sema,se SWE,"DF,MF",25,1993,4800000,180
2410,Jens Stryger Larsen,dk DEN,DF,28,1991,2000000,180
2461,Ĺukasz Teodorczyk,pl POL,FW,28,1991,1500000,188
2462,Hidde ter Avest,nl NED,DF,22,1997,1000000,182
2539,William Troost-Ekong,ng NGA,DF,25,1993,3000000,191
2634,Walace,br BRA,MF,24,1995,5000000,188
2707,Marvin Zeegelaar,nl NED,DF,28,1990,1000000,186
3,Suleiman Abdullahi,ng NGA,"FW,MF",22,1996,1000000,185
86,Sebastian Andersson,se SWE,FW,28,1991,4000000,190
90,Robert Andrich,de GER,MF,24,1994,2000000,187
227,Sheraldo Becker,nl NED,"MF,FW",24,1995,1000000,180
385,Marius BĂĽlter,de GER,"MF,FW",26,1993,2000000,188
890,Marvin Friedrich,de GER,DF,23,1995,2000000,192
938,Christian Gentner,de GER,MF,33,1985,80000,189
951,RafaĹ‚ Gikiewicz,pl POL,GK,31,1987,1500000,190
965,Akaki Gogia,de GER,"MF,FW",27,1992,1000000,178
1120,Florian HĂĽbner,de GER,DF,28,1991,1000000,193
1158,Marcus Ingvartsen,dk DEN,"MF,FW",23,1996,1000000,187
1325,Felix Kroos,de GER,MF,28,1991,65000,184
1402,Christopher Lenz,de GER,DF,24,1994,2000000,180
1516,Yunus MallÄ±,tr TUR,"FW,MF",27,1992,2800000,179
1621,Joshua Mees,de GER,"MF,FW",23,1996,80000,180
1791,Moritz Nicolas,de GER,GK,21,1997,15000,193
1895,Michael Parensen,de GER,DF,33,1986,25000,180
2003,Sebastian Polter,de GER,FW,28,1991,1000000,192
2025,Grischa PrĂ¶mel,de GER,MF,24,1995,1000000,184
2083,Ken Reichel,de GER,DF,32,1986,40000,185
2186,Julian Ryerson,no NOR,DF,21,1997,40000,183
2268,Keven Schlotterbeck,de GER,DF,22,1997,2000000,189
2274,Manuel Schmiedebach,de GER,MF,30,1988,65000,171
2416,Neven SubotiÄ‡,rs SRB,DF,30,1988,1700000,193
2536,Christopher Trimmel,at AUT,DF,32,1987,55000,189
2548,Anthony Ujah,ng NGA,"FW,MF",28,1990,1000000,180
503,Denis Cheryshev,ru RUS,"MF,FW",28,1990,4000000,179
518,Jasper Cillessen,nl NED,GK,30,1989,14000000,187
551,Francis Coquelin,fr FRA,MF,28,1991,19000000,177
565,Thierry Correia,pt POR,DF,20,1999,2000000,179
571,Jaume Costa,es ESP,DF,31,1988,3000000,171
674,Mouctar Diakhaby,fr FRA,DF,22,1996,17000000,192
710,Jaume DomĂ©nech,es ESP,GK,28,1990,6000000,185
860,Alessandro Florenzi,it ITA,DF,28,1991,16000000,173
910,KĂ©vin Gameiro,fr FRA,FW,32,1987,6000000,172
914,Ezequiel Garay,ar ARG,DF,32,1986,4000000,188
975,Maxi GĂłmez,uy URU,FW,22,1996,32000000,186
1021,GonĂ§alo Guedes,pt POR,"MF,FW",22,1996,22000000,179
1030,Hugo GuillamĂłn,es ESP,DF,19,2000,20000,182
1244,Lee Kangin,kr KOR,"MF,FW",18,2001,20000000,173
1297,Geoffrey Kondogbia,cf CTA,MF,26,1993,22000000,188
1472,JosĂ© Luis GayĂ ,es ESP,DF,24,1995,30000000,172
1528,Eliaquim Mangala,fr FRA,DF,28,1991,6000000,187
1894,Daniel Parejo,es ESP,MF,30,1989,10000000,182
1906,Gabriel Paulista,br BRA,DF,28,1990,15000000,187
1974,Cristiano Piccini,it ITA,DF,26,1992,6000000,189
2132,Rodrigo,es ESP,FW,28,1991,30000000,182
2360,RubĂ©n Sobrino,es ESP,"FW,MF",27,1992,2000000,185
2363,Carlos Soler,es ESP,MF,22,1997,40000000,180
2508,FerrĂˇn Torres,es ESP,"MF,FW",19,2000,45000000,184
2569,Manu Vallejo,es ESP,"MF,FW",22,1997,4000000,167
2646,Daniel Wass,dk DEN,"DF,MF",30,1989,11000000,178
51,RubĂ©n Alcaraz,es ESP,MF,28,1991,8000000,183
102,AntoĂ±ito,es ESP,"DF,MF",31,1987,600,175
106,Anuar,ma MAR,"MF,FW",24,1995,1200000,173
187,Federico Barba,it ITA,DF,25,1993,1000000,185
244,Hatem Ben Arfa,fr FRA,"MF,FW",32,1987,4000000,179
839,Matheus Fernandes,br BRA,MF,21,1998,3000000,183
845,JoaquĂ­n FernĂˇndez,es ESP,"MF,DF",23,1996,2000000,190
892,Jorge de Frutos,es ESP,"MF,FW",22,1997,2000000,173
920,RaĂşl GarcĂ­a,es ESP,"DF,MF",30,1989,800,179
925,VĂ­ctor GarcĂ­a,es ESP,"FW,MF",22,1997,25000,177
1019,Sergi Guardiola,es ESP,FW,28,1991,4000000,185
1094,Pablo HervĂ­as,es ESP,"MF,FW",26,1993,65000,174
1581,Jordi Masip,es ESP,GK,30,1989,4000000,180
1654,MĂ­chel,es ESP,MF,31,1988,1500000,182
1656,Miguel,es ESP,FW,19,1999,300,182
1723,Javi Moyano,es ESP,DF,33,1986,65000,180
1756,Nacho,es ESP,DF,30,1989,2500000,174
1831,Kiko Olivas,es ESP,DF,30,1988,2000000,184
1949,Kike PĂ©rez,es ESP,"MF,FW",22,1997,25000,184
1952,Samuel PĂ©rez,es ESP,GK,22,1997,25000,188
1993,Ă“scar Plano,es ESP,MF,28,1991,3000000,179
2007,Pedro Porro,es ESP,"DF,MF",19,1999,9000000,176
2059,Sandro RamĂ­rez,es ESP,"FW,MF",24,1995,3000000,175
2173,Waldo Rubio,es ESP,"MF,FW",23,1995,80000,181
2213,Mohammed Salisu,gh GHA,DF,20,1999,11000000,191
2221,Fede San Emeterio,es ESP,MF,22,1997,3000000,176
2231,Javi SĂˇnchez,es ESP,DF,22,1997,1000000,189
2552,Enes Ăśnal,tr TUR,FW,22,1997,4000000,187
2610,Toni Villa,es ESP,MF,24,1995,3000000,172
46,RaĂşl Albiol,es ESP,DF,33,1985,3000000,190
48,Paco AlcĂˇcer,es ESP,FW,25,1993,28000000,175
128,Sergio Asenjo,es ESP,GK,30,1989,9000000,189
155,Carlos Bacca,co COL,"FW,MF",32,1986,2000000,181
476,Santi Cazorla,es ESP,MF,34,1984,3000000,168
513,Samuel Chukwueze,ng NGA,"MF,FW",20,1999,27000000,172
841,AndrĂ©s FernĂˇndez,es ESP,GK,32,1986,80000,185
896,Ramiro Funes Mori,ar ARG,DF,28,1991,4000000,186
928,Mario Gaspar,es ESP,DF,28,1990,6000000,180
976,Moi GĂłmez,es ESP,"FW,MF",25,1994,4000000,176
1136,Vicente Iborra,es ESP,MF,31,1988,6000000,190
1702,Alberto Moreno,es ESP,DF,27,1992,6000000,171
1704,Gerard Moreno,es ESP,"FW,MF",27,1992,16000000,180
1707,Manu Morlanes,es ESP,"MF,FW",20,1999,1000000,178
1795,Fernando NiĂ±o,es ESP,FW,18,2000,1000000,190
1842,Javier Ontiveros,es ESP,"FW,MF",21,1997,7000000,175
1932,RubĂ©n PeĂ±a,es ESP,DF,28,1991,6000000,170
2038,Xavi QuintillĂ ,es ESP,DF,22,1996,4000000,179
2368,Bruno Soriano,es ESP,MF,35,1984,47500,184
2492,Karl Toko Ekambi,cm CMR,FW,26,1992,14000000,185
2510,Pau Torres,es ESP,DF,22,1997,16000000,191
2535,Manu Trigueros,es ESP,MF,27,1991,12000000,178
2700,Andre-Frank Zambo Anguissa,cm CMR,MF,23,1995,20000000,184
445,Ă‰tienne Capoue,fr FRA,MF,31,1988,5000000,189
474,Craig Cathcart,nir NIR,DF,30,1989,4000000,189
489,Nathaniel Chalobah,eng ENG,MF,24,1994,4000000,185
531,Tom Cleverley,eng ENG,MF,29,1989,4000000,175
630,Craig Dawson,eng ENG,DF,29,1990,4000000,188
638,Troy Deeney,eng ENG,FW,31,1988,6000000,184
665,Gerard Deulofeu,es ESP,FW,25,1994,20000000,177
720,Abdoulaye DoucourĂ©,fr FRA,MF,26,1993,20000000,183
833,Kiko FemenĂ­a,es ESP,DF,28,1991,4000000,171
873,Ben Foster,eng ENG,GK,36,1983,1000000,193
876,Dimitri Foulquier,fr FRA,"MF,DF",26,1993,2000000,183
1000,Andre Gray,eng ENG,FW,28,1991,9000000,178
1107,JosĂ© Holebas,gr GRE,DF,35,1984,1000000,184
1122,Will Hughes,eng ENG,"MF,FW",24,1995,14000000,185
1182,Daryl Janmaat,nl NED,DF,30,1989,4000000,185
1228,Christian Kabasele,be BEL,DF,28,1991,6000000,187
1547,Adrian Mariappa,jm JAM,DF,32,1986,1000000,179
1580,Adam Masina,it ITA,DF,25,1994,5000000,191
1921,JoĂŁo Pedro,br BRA,"FW,MF",17,2001,12000000,182
1943,Roberto Pereyra,ar ARG,"FW,MF",28,1991,9000000,182
2023,Sebastian PrĂ¶dl,at AUT,DF,32,1987,1000000,194
2033,Ignacio Pussetto,ar ARG,"FW,DF",23,1995,6000000,180
2036,Domingos Quina,pt POR,MF,19,1999,3000000,173
